-0.258910	0.335612	-0.009284	-0.308194	0.654692
-0.250096	0.327670	0.002384	-0.304320	0.659752
-0.240309	0.345223	-0.008603	-0.305902	0.650714
-0.238163	0.364438	-0.030960	-0.307449	0.630129
-0.249560	0.372142	-0.040666	-0.313191	0.630021
-0.284036	0.357937	-0.048283	-0.316976	0.630397
-0.264677	0.355969	-0.037210	-0.311602	0.631999
-0.246384	0.375116	-0.044165	-0.312192	0.624487
-0.281409	0.364522	-0.055108	-0.316996	0.623042
-0.254315	0.369061	-0.046912	-0.310955	0.620009
-0.244885	0.365409	-0.036378	-0.308818	0.627085
-0.248351	0.343007	-0.015457	-0.305404	0.643495
-0.254329	0.326163	-0.007373	-0.301421	0.645801
-0.232045	0.333488	-0.001709	-0.298133	0.645047
-0.221144	0.343482	-0.003981	-0.298332	0.642394
-0.235514	0.358196	-0.022990	-0.305744	0.635516
-0.248845	0.371770	-0.042186	-0.312051	0.626507
-0.278662	0.360139	-0.046340	-0.316652	0.631561
-0.264765	0.349238	-0.029702	-0.310653	0.638265
-0.256038	0.356341	-0.030194	-0.310793	0.637439
-0.250586	0.365790	-0.033226	-0.312801	0.637200
-0.234900	0.354535	-0.016882	-0.305736	0.641750
-0.241749	0.374218	-0.041765	-0.310577	0.624077
-0.267094	0.383950	-0.065659	-0.318084	0.612564
-0.273611	0.381583	-0.068314	-0.318487	0.610779
-0.285996	0.381113	-0.074133	-0.321398	0.610196
-0.271263	0.390233	-0.070825	-0.321671	0.613306
-0.261816	0.387735	-0.063270	-0.318991	0.616350
-0.254054	0.383966	-0.057180	-0.315719	0.616918
-0.240837	0.387019	-0.062380	-0.309707	0.600094
-0.239991	0.391729	-0.082116	-0.304315	0.567746
-0.228292	0.371887	-0.069038	-0.292334	0.560591
-0.214568	0.343822	-0.028944	-0.285615	0.594247
-0.206070	0.341509	-0.014461	-0.286362	0.610993
-0.204138	0.368720	-0.038287	-0.292240	0.594476
-0.209510	0.352656	-0.026179	-0.289789	0.604127
-0.214531	0.352040	-0.014084	-0.296474	0.628556
-0.251722	0.377060	-0.059547	-0.309584	0.603752
-0.284116	0.369951	-0.071861	-0.314781	0.601191
-0.264150	0.388482	-0.085428	-0.311656	0.578846
-0.203249	0.409460	-0.069469	-0.304357	0.580117
-0.215384	0.398706	-0.059222	-0.307039	0.597327
-0.209903	0.380540	-0.041982	-0.300436	0.604798
-0.194153	0.397248	-0.045540	-0.302440	0.603270
-0.197049	0.382032	-0.033522	-0.299167	0.611105
-0.244769	0.383178	-0.057492	-0.311045	0.608063
-0.239996	0.393736	-0.068625	-0.310944	0.595185
-0.275536	0.384539	-0.073307	-0.319139	0.606535
-0.286249	0.380263	-0.076980	-0.319872	0.604449
-0.262655	0.387726	-0.068306	-0.317357	0.608135
-0.227318	0.400159	-0.063342	-0.311465	0.601172
-0.245562	0.386733	-0.053704	-0.315053	0.619002
-0.248059	0.373058	-0.040510	-0.313144	0.630015
-0.263897	0.380773	-0.057043	-0.318177	0.621815
-0.258418	0.386901	-0.057621	-0.319232	0.622606
-0.247757	0.376820	-0.041143	-0.315017	0.632389
-0.246728	0.382265	-0.048246	-0.315027	0.624862
-0.255025	0.372663	-0.043720	-0.314690	0.629611
-0.233201	0.372929	-0.032423	-0.309784	0.632086
-0.246854	0.372877	-0.043468	-0.311332	0.623836
-0.271863	0.374022	-0.058255	-0.317167	0.619343
-0.294770	0.373337	-0.070845	-0.321969	0.615337
-0.296222	0.360466	-0.065577	-0.317070	0.612855
-0.257164	0.372048	-0.059488	-0.308991	0.603158
-0.234717	0.376760	-0.052500	-0.304751	0.602148
-0.218800	0.350100	-0.019904	-0.294848	0.619994
-0.208276	0.374978	-0.029969	-0.301163	0.618987
-0.233649	0.357097	-0.026384	-0.302919	0.627277
-0.244302	0.358297	-0.032647	-0.305810	0.626059
-0.223899	0.388280	-0.054984	-0.306035	0.600886
-0.206584	0.371605	-0.031763	-0.297670	0.611110
-0.223831	0.388636	-0.049813	-0.308286	0.610431
-0.209943	0.385589	-0.043335	-0.302988	0.607650
-0.220798	0.379143	-0.037278	-0.306199	0.620296
-0.198889	0.381716	-0.029903	-0.301219	0.618563
-0.201930	0.377236	-0.032561	-0.298745	0.611752
-0.207715	0.383982	-0.038531	-0.302964	0.612715
-0.221931	0.390736	-0.056125	-0.306224	0.599812
-0.196641	0.395296	-0.047000	-0.301725	0.600584
-0.173255	0.386308	-0.024156	-0.295294	0.613297
