0.283940	0.726159	
0.284413	0.723041	
0.263066	0.726543	
0.239959	0.722553	
0.244276	0.730947	
0.277428	0.726245	
0.264882	0.722382	
0.237335	0.727780	
0.268008	0.724453	
0.243863	0.720267	
0.242695	0.721849	
0.265925	0.719440	
0.280130	0.709263	
0.259680	0.710179	
0.245185	0.713666	
0.244246	0.721895	
0.241995	0.727309	
0.272919	0.728068	
0.271907	0.722715	
0.261353	0.726051	
0.252342	0.732517	
0.249204	0.724594	
0.234176	0.725791	
0.241542	0.728433	
0.246676	0.726143	
0.255882	0.727631	
0.241738	0.735142	
0.237678	0.733934	
0.234228	0.729810	
0.213946	0.715145	
0.194371	0.691902	
0.192692	0.667406	
0.214069	0.669756	
0.217929	0.680787	
0.193913	0.688287	
0.211092	0.684446	
0.228255	0.706573	
0.229079	0.712074	
0.255507	0.710199	
0.219433	0.702873	
0.164453	0.710197	
0.187792	0.717818	
0.197330	0.708007	
0.176393	0.717757	
0.190654	0.712370	
0.223055	0.719590	
0.207225	0.716416	
0.244302	0.725265	
0.253462	0.721961	
0.233897	0.726853	
0.197692	0.724582	
0.227657	0.732364	
0.242693	0.731414	
0.245846	0.733402	
0.239009	0.738175	
0.241838	0.736640	
0.234063	0.734118	
0.247805	0.732042	
0.233032	0.730395	
0.238486	0.725432	
0.253937	0.727119	
0.269309	0.727422	
0.275718	0.714937	
0.235387	0.708450	
0.215918	0.707221	
0.227628	0.698074	
0.206667	0.715578	
0.238850	0.713105	
0.245358	0.714991	
0.201343	0.713695	
0.202948	0.705503	
0.206164	0.722280	
0.196227	0.714704	
0.214266	0.722536	
0.196163	0.719049	
0.197012	0.709859	
0.198169	0.717390	
0.198057	0.714461	
0.177799	0.714253	
0.172585	0.713481	
0.174584	0.710654	
0.168874	0.697159	
0.150266	0.702151	
0.138886	0.697260	
0.158102	0.708344	
0.153969	0.699996	
0.139541	0.698131	
0.133904	0.698928	
0.150966	0.692525	
0.126592	0.694280	
0.138065	0.691652	
0.171661	0.696009	
0.138212	0.700128	
0.108423	0.691687	
0.131592	0.706911	
0.147047	0.703016	
0.145034	0.688104	
0.119799	0.693102	
0.154030	0.698450	
0.138407	0.698448	
0.125164	0.706211	
0.162585	0.709089	
0.173208	0.709419	
0.191221	0.713456	
0.191145	0.711159	
0.174828	0.706930	
0.174014	0.711560	
0.163555	0.712779	
0.172143	0.708097	
0.161613	0.711604	
0.250167	0.694628	
0.293926	0.647763	
0.295608	0.627353	
0.208051	0.667987	
0.190664	0.662261	
0.279703	0.691792	
0.271745	0.709519	
0.285007	0.702487	
0.284470	0.682502	
0.286477	0.694497	
0.230949	0.700825	
0.217094	0.705060	
0.257011	0.702250	
0.253516	0.703961	
0.282402	0.708323	
0.258172	0.703182	
0.288365	0.705496	
0.289855	0.718591	
0.238595	0.699232	
0.246333	0.696640	
0.251951	0.692276	
0.242513	0.696538	
0.221142	0.700413	
0.250978	0.704539	
0.246127	0.707499	
0.219936	0.685884	
0.253288	0.698888	
0.228349	0.689047	
0.249600	0.674909	
0.271999	0.688415	
0.271885	0.723085	
0.285391	0.724242	
0.237711	0.703051	
0.217693	0.703892	
0.271376	0.701560	
0.247696	0.693938	
0.244091	0.705600	
0.248675	0.714371	
0.270489	0.717773	
0.259077	0.717147	
0.245032	0.710467	
0.240865	0.698222	
0.248587	0.694351	
0.215499	0.690138	
0.244418	0.705026	
0.243885	0.700488	
0.223211	0.701562	
0.260906	0.699174	
0.241232	0.691191	
0.254701	0.694011	
0.247851	0.712440	
0.272326	0.724198	
0.256733	0.704454	
0.219515	0.690485	
0.218124	0.690367	
0.242207	0.702944	
0.263873	0.704868	
0.269199	0.719042	
0.256565	0.719722	
0.258935	0.726133	
0.262338	0.720508	
0.257069	0.716240	
0.233462	0.714224	
0.218914	0.701843	
0.235754	0.707194	
0.254385	0.705542	
0.238059	0.709307	
0.234229	0.704779	
0.226070	0.701003	
